id,first_name,last_name,email,gender,ip_address,trade_id,stock_symbol,trade_date,trade_time,trade_price,trade_quantity,buyer_id,seller_id,trade_type,commission_fee
197,Bobine,Bramo,bbramo5g@sogou.com,Female,166.246.36.49,197,FB,4/20/2020,0,148.53,354,197,197,sell,57.4
198,Lorrie,Wareham,lwareham5h@163.com,Female,164.2.249.83,198,GOOGL,12/29/2021,13,495.38,537,198,198,buy,21.89
199,Franz,New,fnew5i@cocolog-nifty.com,Male,108.127.191.177,199,GOOGL,6/11/2021,22,830.25,812,199,199,sell,1.09
200,Emmeline,Rodinger,erodinger5j@psu.edu,Female,226.95.220.253,200,FB,10/18/2020,0,657.93,557,200,200,sell,24.04
201,Gretchen,Rowantree,growantree5k@who.int,Female,142.159.50.34,201,AAPL,2/22/2020,20,563.56,340,201,201,buy,59.95
202,Emiline,Peizer,epeizer5l@gnu.org,Female,99.155.8.18,202,FB,9/7/2021,16,894.65,925,202,202,buy,44.19
203,Tabby,Hobble,thobble5m@symantec.com,Female,42.28.44.177,203,GOOGL,5/1/2021,10,490.97,324,203,203,buy,61.07
204,Dehlia,Kidder,dkidder5n@pcworld.com,Female,213.235.20.57,204,GOOGL,9/2/2021,13,901.46,662,204,204,sell,51.12
205,Cesare,Marmon,cmarmon5o@icq.com,Male,177.92.31.71,205,FB,8/3/2020,11,355.67,417,205,205,sell,33.84
206,Faith,Trustrie,ftrustrie5p@tripadvisor.com,Female,208.195.156.198,206,GOOGL,2/3/2020,9,135.57,25,206,206,buy,94.26
207,Torrin,Donnel,tdonnel5q@blogspot.com,Male,167.248.22.36,207,AMZN,7/28/2020,13,714.54,604,207,207,buy,26.88
208,Berty,Perotti,bperotti5r@artisteer.com,Male,195.143.160.232,208,MSFT,12/29/2020,15,619.78,672,208,208,sell,44.62
209,Merola,Bertolaccini,mbertolaccini5s@simplemachines.org,Agender,190.172.80.41,209,GOOGL,12/14/2021,17,669.43,638,209,209,sell,77.46
210,Tabina,Choppin,tchoppin5t@imageshack.us,Female,150.132.212.83,210,GOOGL,4/11/2020,11,244.1,711,210,210,sell,76.79
211,Adair,Sheivels,asheivels5u@theglobeandmail.com,Male,149.174.38.174,211,AAPL,12/31/2020,15,951.04,311,211,211,sell,87.98
212,Rance,Thomassin,rthomassin5v@omniture.com,Male,39.52.70.127,212,AAPL,6/21/2021,16,812.12,409,212,212,sell,72.83
213,Sarah,Lamping,slamping5w@desdev.cn,Female,19.193.73.247,213,AMZN,6/14/2021,8,811.96,101,213,213,sell,4.41
214,Brody,Sapsford,bsapsford5x@amazonaws.com,Agender,22.128.204.77,214,GOOGL,1/21/2021,23,45.11,217,214,214,buy,55.96
215,Ame,Trevna,atrevna5y@umn.edu,Female,5.127.67.60,215,AMZN,12/26/2020,0,362.38,782,215,215,buy,74.64
216,Mollie,Flatt,mflatt5z@friendfeed.com,Female,80.114.254.82,216,FB,9/16/2020,23,388.37,321,216,216,buy,95.9
217,Norby,Cosgrove,ncosgrove60@cornell.edu,Male,166.238.241.177,217,MSFT,12/7/2020,10,494.23,509,217,217,buy,93.91
218,Robby,Sertin,rsertin61@twitter.com,Male,172.140.225.16,218,FB,12/13/2021,1,783.47,244,218,218,buy,90.96
219,Warden,Sparkes,wsparkes62@cdbaby.com,Male,236.65.214.111,219,FB,9/3/2021,8,152.07,903,219,219,buy,19.65
220,Malvin,Matyugin,mmatyugin63@delicious.com,Male,80.133.252.208,220,FB,2/7/2020,0,291.23,432,220,220,buy,41.18
221,Timothea,D'Andrea,tdandrea64@chicagotribune.com,Female,76.183.184.84,221,FB,3/27/2020,23,40.51,463,221,221,sell,56.44
222,Shell,Dallinder,sdallinder65@comsenz.com,Male,33.135.139.205,222,FB,2/15/2020,3,861.9,769,222,222,buy,83.5
223,Dalenna,Brine,dbrine66@hhs.gov,Female,4.74.103.25,223,GOOGL,4/14/2021,13,388.76,252,223,223,buy,64.04
224,Bobbie,Eckels,beckels67@miibeian.gov.cn,Female,2.202.179.3,224,FB,1/9/2020,5,418.65,168,224,224,sell,62.75
225,Edith,Sein,esein68@linkedin.com,Female,37.54.56.82,225,AMZN,10/1/2020,0,47.1,600,225,225,buy,76.64
226,Florenza,Adriano,fadriano69@imdb.com,Genderqueer,53.203.195.97,226,GOOGL,10/28/2020,21,304.19,354,226,226,buy,1.69
227,Kissiah,Commings,kcommings6a@businessweek.com,Female,66.87.78.126,227,GOOGL,12/29/2020,22,226.91,917,227,227,buy,94.17
228,Othello,Welford,owelford6b@pagesperso-orange.fr,Male,100.89.70.39,228,GOOGL,3/16/2020,10,242.56,927,228,228,sell,47.95
229,Wilden,Petrello,wpetrello6c@ezinearticles.com,Male,9.173.222.240,229,AAPL,5/25/2021,11,550.1,121,229,229,buy,14.85
230,Ada,Jessard,ajessard6d@cbslocal.com,Female,36.180.0.180,230,AAPL,5/3/2021,2,194.0,807,230,230,buy,74.98
231,Ara,Hunstone,ahunstone6e@house.gov,Female,49.152.249.109,231,FB,8/13/2020,2,333.37,399,231,231,buy,28.8
232,Phineas,Uvedale,puvedale6f@dmoz.org,Agender,64.179.134.224,232,AAPL,8/20/2021,1,501.21,636,232,232,buy,59.07
233,Michal,Marle,mmarle6g@nyu.edu,Male,138.13.123.70,233,FB,11/2/2021,7,315.58,844,233,233,buy,28.66
234,Ermina,Temperley,etemperley6h@spotify.com,Female,157.139.226.4,234,MSFT,4/14/2020,19,506.89,203,234,234,buy,96.93
235,Aimil,Paskins,apaskins6i@nih.gov,Female,73.163.40.152,235,GOOGL,10/22/2021,5,434.4,161,235,235,sell,4.01
236,Yalonda,Dever,ydever6j@sitemeter.com,Female,64.121.215.85,236,MSFT,10/31/2020,20,750.48,494,236,236,sell,79.21
237,Barron,Boddington,bboddington6k@squarespace.com,Male,120.198.194.239,237,FB,2/4/2021,17,339.87,332,237,237,buy,60.26
238,Carlyle,Jacquemard,cjacquemard6l@springer.com,Male,27.72.111.181,238,AAPL,10/28/2020,2,522.08,766,238,238,sell,87.04
239,Arney,Wotton,awotton6m@ftc.gov,Male,41.37.145.202,239,GOOGL,9/10/2021,9,558.19,182,239,239,sell,83.44
240,Drud,Deveraux,ddeveraux6n@youku.com,Agender,6.218.158.179,240,AAPL,2/20/2021,1,552.9,596,240,240,buy,43.29
241,Doretta,Luna,dluna6o@springer.com,Female,182.67.93.208,241,MSFT,10/18/2021,13,195.21,471,241,241,sell,62.7
242,Dyanna,Collishaw,dcollishaw6p@eepurl.com,Female,117.38.60.110,242,GOOGL,1/12/2020,16,991.39,341,242,242,sell,95.66
243,Renee,Cason,rcason6q@angelfire.com,Non-binary,226.234.223.242,243,GOOGL,10/2/2020,22,857.95,315,243,243,buy,11.72
244,Portia,Cleal,pcleal6r@time.com,Female,117.144.175.166,244,FB,9/25/2021,7,88.95,517,244,244,buy,40.87
245,Hurley,Iglesias,higlesias6s@gravatar.com,Male,121.210.244.78,245,GOOGL,4/8/2021,10,850.19,15,245,245,sell,44.4
246,Ianthe,Mearing,imearing6t@list-manage.com,Female,73.71.169.11,246,AMZN,9/6/2021,5,678.41,21,246,246,buy,22.63
247,Ethan,Freear,efreear6u@archive.org,Genderqueer,209.192.230.206,247,AMZN,3/9/2021,16,944.97,442,247,247,buy,29.63
248,Rycca,Tzar,rtzar6v@abc.net.au,Female,99.212.120.128,248,MSFT,3/12/2020,1,281.16,465,248,248,sell,7.29
249,Briana,Getch,bgetch6w@xrea.com,Female,115.34.198.219,249,GOOGL,6/13/2020,10,994.39,891,249,249,buy,1.78
250,Colas,Cuzen,ccuzen6x@smugmug.com,Male,199.14.147.69,250,AAPL,11/9/2020,12,228.97,322,250,250,sell,17.56
251,Robert,Ockwell,rockwell6y@ftc.gov,Male,214.17.3.175,251,FB,3/7/2021,4,481.76,866,251,251,sell,29.52
252,Wolf,Gregh,wgregh6z@flickr.com,Male,241.153.171.11,252,MSFT,10/14/2021,19,737.09,893,252,252,sell,24.79
253,Allie,Kolin,akolin70@newyorker.com,Female,13.10.14.57,253,FB,2/26/2021,17,398.89,625,253,253,sell,16.65
254,Maddy,Casier,mcasier71@barnesandnoble.com,Female,64.218.126.179,254,AMZN,7/14/2021,4,344.03,526,254,254,buy,70.76
255,Maurene,Dufaire,mdufaire72@flickr.com,Female,253.31.174.233,255,GOOGL,3/17/2021,8,188.03,38,255,255,sell,57.92
256,Marven,Cockcroft,mcockcroft73@state.gov,Male,96.157.134.174,256,MSFT,9/2/2020,10,40.28,562,256,256,buy,83.93
257,Brandy,Ferretti,bferretti74@nytimes.com,Female,222.219.247.72,257,MSFT,2/19/2021,18,218.14,179,257,257,buy,65.79
258,Nissy,Heining,nheining75@dropbox.com,Female,139.65.178.116,258,FB,9/30/2020,14,584.31,937,258,258,sell,90.1
259,Reginald,Stegel,rstegel76@dyndns.org,Male,81.171.217.125,259,GOOGL,9/11/2021,7,241.52,232,259,259,buy,50.7
260,Woody,Pettet,wpettet77@sakura.ne.jp,Male,227.41.52.91,260,MSFT,10/7/2020,14,679.46,224,260,260,sell,4.37
261,Marlo,Solomonides,msolomonides78@nbcnews.com,Female,221.139.221.30,261,AAPL,12/12/2021,20,136.32,861,261,261,buy,37.47
262,Dall,Kondrat,dkondrat79@nationalgeographic.com,Male,141.195.1.83,262,MSFT,11/3/2020,14,46.39,616,262,262,sell,41.2
263,Gasparo,Matton,gmatton7a@tmall.com,Non-binary,233.245.185.203,263,AAPL,1/11/2020,16,237.35,850,263,263,buy,18.42
264,Dolph,Briers,dbriers7b@shinystat.com,Male,136.180.155.58,264,FB,9/30/2020,7,878.67,266,264,264,buy,59.95
265,Farand,Grzelak,fgrzelak7c@slate.com,Female,207.168.58.123,265,FB,1/27/2021,5,259.95,415,265,265,sell,65.21
266,Alain,Bailey,abailey7d@tuttocitta.it,Male,158.199.210.228,266,GOOGL,5/25/2021,11,496.9,608,266,266,buy,27.17
267,Fidela,Loveless,floveless7e@cnn.com,Agender,141.86.41.29,267,AMZN,3/29/2020,1,142.91,158,267,267,sell,70.33
268,Davidson,Coad,dcoad7f@theglobeandmail.com,Male,126.129.127.2,268,AAPL,9/25/2021,16,936.87,832,268,268,buy,35.36
269,Sigismundo,Balderston,sbalderston7g@imageshack.us,Male,67.195.44.8,269,FB,11/28/2020,20,906.57,5,269,269,buy,0.38
270,Eve,Bolsover,ebolsover7h@wikimedia.org,Female,194.190.122.223,270,GOOGL,4/10/2020,14,700.83,643,270,270,buy,61.92
271,Collie,Pfiffer,cpfiffer7i@cdbaby.com,Female,243.125.30.37,271,FB,7/11/2020,2,877.03,139,271,271,sell,90.83
272,Jillian,Mewha,jmewha7j@blinklist.com,Female,50.143.249.248,272,FB,1/2/2020,9,381.11,928,272,272,sell,11.65
273,Nanice,Artis,nartis7k@barnesandnoble.com,Bigender,121.73.156.236,273,AAPL,6/27/2020,17,561.93,651,273,273,sell,65.14
274,Fredra,Sibbering,fsibbering7l@blog.com,Female,220.88.220.251,274,FB,1/25/2020,4,679.61,116,274,274,buy,83.95
275,Sharl,O' Mullane,somullane7m@soundcloud.com,Female,112.144.157.221,275,AMZN,8/17/2020,21,372.1,966,275,275,sell,84.72
276,Lesli,Beauchop,lbeauchop7n@npr.org,Female,181.162.89.231,276,AAPL,10/17/2021,4,281.91,562,276,276,buy,28.32
277,Heloise,Renowden,hrenowden7o@vkontakte.ru,Non-binary,206.240.162.14,277,GOOGL,3/7/2021,18,881.48,278,277,277,sell,28.4
278,Sandy,Evers,severs7p@parallels.com,Male,88.113.52.122,278,AMZN,6/21/2021,20,564.04,158,278,278,sell,96.03
279,Massimiliano,Seagrove,mseagrove7q@eventbrite.com,Male,254.124.130.1,279,AMZN,8/28/2020,1,207.59,159,279,279,sell,1.95
280,Asher,Hallin,ahallin7r@army.mil,Male,97.71.191.124,280,AMZN,7/12/2021,7,893.59,936,280,280,sell,59.91
281,Sadella,Fache,sfache7s@ameblo.jp,Female,211.15.112.73,281,AMZN,3/15/2021,19,338.55,345,281,281,buy,68.65
282,Juieta,Goodbar,jgoodbar7t@harvard.edu,Female,219.194.0.166,282,GOOGL,4/21/2021,13,790.83,417,282,282,buy,22.45
283,Edgardo,Olsson,eolsson7u@skyrock.com,Male,247.190.151.230,283,AAPL,6/6/2021,8,402.36,607,283,283,sell,68.3
284,Carly,Agiolfinger,cagiolfinger7v@craigslist.org,Female,19.112.227.88,284,AMZN,1/20/2021,3,250.8,210,284,284,sell,89.97
285,Florian,Suter,fsuter7w@xinhuanet.com,Male,177.241.53.150,285,MSFT,11/12/2021,0,391.94,197,285,285,sell,93.16
286,Beryle,Oswald,boswald7x@desdev.cn,Female,125.129.218.248,286,AAPL,9/23/2021,14,92.39,150,286,286,sell,40.53
287,Glori,Aldrick,galdrick7y@microsoft.com,Female,242.63.250.226,287,FB,4/17/2021,15,649.58,216,287,287,sell,54.19
288,Walther,Habishaw,whabishaw7z@nature.com,Male,153.227.78.217,288,FB,3/29/2021,14,66.65,635,288,288,buy,33.64
289,Jeremiah,Linney,jlinney80@dot.gov,Male,238.247.129.52,289,AAPL,3/19/2020,14,444.31,833,289,289,sell,36.29
290,Suki,Beardsell,sbeardsell81@samsung.com,Female,48.36.12.244,290,MSFT,11/4/2021,11,462.51,203,290,290,sell,40.02
291,Pinchas,Cansdill,pcansdill82@twitter.com,Male,223.138.222.26,291,AAPL,9/17/2020,15,723.6,140,291,291,sell,7.52
292,Caitrin,Luddy,cluddy83@rambler.ru,Female,184.188.118.172,292,MSFT,2/19/2020,19,185.85,2,292,292,sell,24.7
293,Carleen,Keilty,ckeilty84@hud.gov,Female,237.157.79.63,293,GOOGL,7/7/2020,11,612.32,49,293,293,sell,90.58
294,Dante,Creek,dcreek85@salon.com,Male,219.182.110.79,294,AMZN,5/17/2021,2,53.19,329,294,294,buy,33.03
295,Dominique,Kisby,dkisby86@hugedomains.com,Female,121.151.174.18,295,MSFT,12/3/2020,13,196.17,149,295,295,buy,41.9
296,Crissie,Swaysland,cswaysland87@ifeng.com,Female,157.145.222.105,296,AAPL,5/5/2020,17,677.22,409,296,296,buy,78.69
297,Tuckie,Marrison,tmarrison88@irs.gov,Male,237.11.39.233,297,AMZN,2/14/2020,10,393.73,459,297,297,sell,8.89
298,Beltran,Lacroux,blacroux89@arstechnica.com,Male,158.5.188.224,298,AAPL,5/15/2020,16,899.41,529,298,298,sell,35.46
299,Rori,Branscomb,rbranscomb8a@nyu.edu,Female,137.87.210.235,299,FB,7/31/2020,20,200.42,108,299,299,buy,24.41
300,Di,McLucas,dmclucas8b@wordpress.com,Female,232.211.0.235,300,MSFT,4/23/2020,11,687.75,812,300,300,sell,57.44
301,Franzen,Hehir,fhehir8c@theguardian.com,Male,55.70.232.79,301,GOOGL,11/3/2021,14,587.01,503,301,301,sell,34.78
302,Barde,Croney,bcroney8d@pbs.org,Male,90.115.48.56,302,AMZN,1/31/2021,20,724.18,806,302,302,sell,15.01
303,Kassey,Bagnall,kbagnall8e@abc.net.au,Agender,195.2.131.207,303,GOOGL,8/31/2020,17,579.17,528,303,303,sell,72.78
304,Alfredo,Kippling,akippling8f@privacy.gov.au,Male,194.138.178.117,304,AAPL,4/19/2021,17,33.55,255,304,304,sell,21.41
305,Sal,McCudden,smccudden8g@fema.gov,Male,157.250.209.18,305,AAPL,8/18/2020,22,234.61,361,305,305,sell,12.96
306,Kassandra,Chese,kchese8h@wp.com,Female,189.196.128.59,306,MSFT,1/10/2020,12,428.89,219,306,306,buy,79.57
307,Madlin,Youtead,myoutead8i@nationalgeographic.com,Female,44.12.25.167,307,GOOGL,3/4/2021,1,117.43,967,307,307,sell,10.82
308,Horatia,O'Flaverty,hoflaverty8j@tumblr.com,Female,248.96.121.166,308,GOOGL,3/21/2021,9,193.89,915,308,308,sell,2.22
309,Martie,O'Neal,moneal8k@free.fr,Male,97.117.31.138,309,GOOGL,6/16/2020,12,914.05,918,309,309,sell,88.41
310,Claudette,Kembley,ckembley8l@techcrunch.com,Female,70.127.31.182,310,AMZN,12/9/2021,10,993.66,64,310,310,sell,89.46
311,Paddie,Rollett,prollett8m@yellowbook.com,Male,2.219.12.15,311,AMZN,10/23/2020,10,83.51,440,311,311,sell,13.45
312,Lionello,Aldred,laldred8n@exblog.jp,Male,40.13.212.24,312,MSFT,12/16/2020,15,858.83,617,312,312,sell,75.34
313,Nicolai,Stark,nstark8o@istockphoto.com,Genderqueer,105.111.139.141,313,AAPL,4/1/2020,18,13.13,969,313,313,sell,15.95
314,Ingaberg,Bartolomeotti,ibartolomeotti8p@japanpost.jp,Female,34.147.69.34,314,AAPL,5/11/2021,20,976.92,678,314,314,sell,15.01
315,Reeva,Pateman,rpateman8q@gov.uk,Female,146.151.130.7,315,FB,2/21/2021,6,331.22,320,315,315,sell,1.33
316,Trstram,Febre,tfebre8r@cocolog-nifty.com,Male,22.31.175.89,316,MSFT,3/1/2021,16,877.49,133,316,316,sell,68.42
317,Magda,Fitzsymonds,mfitzsymonds8s@intel.com,Genderfluid,53.48.114.193,317,AAPL,4/27/2021,11,467.87,217,317,317,sell,81.7
318,Sean,Farnworth,sfarnworth8t@rambler.ru,Female,213.1.153.210,318,MSFT,6/7/2021,22,159.3,913,318,318,sell,62.02
319,Dene,Tumility,dtumility8u@naver.com,Male,61.222.117.40,319,AAPL,3/31/2021,20,274.21,261,319,319,sell,59.56
320,Idell,Foston,ifoston8v@jiathis.com,Female,128.193.164.105,320,FB,9/30/2021,8,120.9,680,320,320,sell,37.74
321,Carey,Burrass,cburrass8w@dropbox.com,Polygender,101.77.174.166,321,FB,2/1/2020,6,196.22,618,321,321,buy,56.71
322,Gary,Laudham,glaudham8x@theglobeandmail.com,Male,130.36.95.111,322,FB,4/13/2020,16,519.45,139,322,322,sell,40.82
323,Stearn,Mc Ilwrick,smcilwrick8y@umich.edu,Male,188.230.75.86,323,MSFT,5/22/2021,4,201.52,837,323,323,buy,75.88
324,Fidole,Dipple,fdipple8z@comcast.net,Male,29.81.155.136,324,AMZN,2/6/2020,2,860.17,396,324,324,buy,44.25
325,Vivien,Heller,vheller90@geocities.jp,Female,204.7.164.235,325,GOOGL,8/27/2021,20,231.08,16,325,325,sell,68.13
326,Silas,Emms,semms91@naver.com,Male,140.239.192.197,326,GOOGL,7/13/2020,0,94.04,409,326,326,sell,57.3
327,Joly,Gaukrodge,jgaukrodge92@360.cn,Female,19.248.254.25,327,AAPL,4/11/2020,21,596.56,822,327,327,buy,68.85
328,Pauly,Marczyk,pmarczyk93@rambler.ru,Male,71.97.80.46,328,FB,8/25/2021,21,64.53,162,328,328,sell,45.5
329,Brand,Hyman,bhyman94@com.com,Male,71.31.132.69,329,AAPL,6/22/2021,15,911.49,904,329,329,sell,37.71
330,Ada,Peret,aperet95@pen.io,Female,98.171.64.245,330,AMZN,10/13/2021,10,264.39,357,330,330,buy,85.62
331,Gisella,Gribbin,ggribbin96@pen.io,Female,225.169.131.195,331,FB,4/16/2021,20,197.89,440,331,331,buy,10.56
332,Kenna,Seccombe,kseccombe97@flavors.me,Female,150.227.139.42,332,MSFT,7/27/2021,8,663.22,885,332,332,buy,13.27
333,Lynn,Allworthy,lallworthy98@pen.io,Female,9.130.137.53,333,MSFT,9/27/2021,9,258.42,112,333,333,buy,45.11
334,Burgess,Peedell,bpeedell99@etsy.com,Male,56.84.199.6,334,AAPL,8/1/2021,4,342.71,4,334,334,sell,28.33
335,Gunar,Gaffney,ggaffney9a@trellian.com,Male,50.130.70.253,335,AMZN,4/7/2020,16,815.43,626,335,335,sell,86.89
336,Rip,Malsher,rmalsher9b@army.mil,Male,70.169.61.145,336,FB,11/13/2021,11,185.49,610,336,336,buy,79.27
337,Allan,Dake,adake9c@shinystat.com,Male,12.173.34.174,337,FB,5/22/2021,8,384.09,353,337,337,sell,58.36
338,Judah,Culpen,jculpen9d@about.com,Male,138.222.79.226,338,AMZN,10/29/2021,9,851.38,221,338,338,buy,99.18
339,Iormina,McCrostie,imccrostie9e@nba.com,Female,221.193.84.103,339,AAPL,11/29/2021,12,905.61,92,339,339,buy,84.89
340,Farlee,Saile,fsaile9f@jiathis.com,Male,102.128.163.210,340,GOOGL,7/9/2021,7,957.85,51,340,340,buy,48.29
341,Hilario,Conyer,hconyer9g@tmall.com,Male,189.195.45.24,341,MSFT,7/11/2021,6,383.28,440,341,341,sell,37.25
342,Marquita,Davoren,mdavoren9h@zimbio.com,Female,236.248.73.34,342,GOOGL,3/31/2021,16,323.17,152,342,342,sell,13.17
343,Bobbie,Snasel,bsnasel9i@auda.org.au,Male,196.241.42.19,343,AMZN,12/14/2021,13,680.16,811,343,343,sell,94.27
344,Granthem,Hiorn,ghiorn9j@bravesites.com,Male,222.141.224.132,344,FB,4/26/2020,1,85.32,960,344,344,sell,64.69
345,Freddy,Pablo,fpablo9k@nydailynews.com,Female,214.111.29.127,345,FB,2/9/2021,16,693.15,761,345,345,buy,72.23
346,Lyon,Loyndon,lloyndon9l@sbwire.com,Male,72.163.148.149,346,AAPL,9/30/2021,22,700.54,306,346,346,sell,59.12
347,Almeta,Vinden,avinden9m@hostgator.com,Female,0.59.121.30,347,AAPL,9/29/2021,18,551.9,535,347,347,sell,16.89
348,Hoyt,Quidenham,hquidenham9n@friendfeed.com,Male,161.31.218.92,348,GOOGL,11/25/2021,15,242.68,814,348,348,sell,38.44
349,Kellby,Este,keste9o@virginia.edu,Male,160.127.91.208,349,AAPL,9/14/2021,18,961.37,951,349,349,sell,13.41
350,Aubrey,Brolechan,abrolechan9p@uol.com.br,Female,183.206.43.157,350,AMZN,7/4/2020,10,319.25,295,350,350,buy,56.58
351,Benton,Clopton,bclopton9q@youtube.com,Male,105.107.92.133,351,MSFT,3/20/2020,8,72.46,128,351,351,sell,37.22
352,Anthe,Dulanty,adulanty9r@cdc.gov,Female,140.158.136.227,352,MSFT,8/8/2021,15,469.97,155,352,352,buy,8.78
353,Eliot,Kleinzweig,ekleinzweig9s@webs.com,Male,82.216.160.185,353,FB,12/23/2021,1,31.98,909,353,353,buy,93.77
354,Kirsten,Kenwyn,kkenwyn9t@dailymail.co.uk,Female,237.223.33.224,354,MSFT,9/22/2020,1,652.41,359,354,354,buy,66.22
355,Cairistiona,Mumm,cmumm9u@gmpg.org,Genderqueer,180.98.109.104,355,AAPL,12/24/2021,17,394.44,410,355,355,sell,32.71
356,Curry,Carlsson,ccarlsson9v@guardian.co.uk,Male,43.208.18.195,356,AAPL,9/17/2021,9,139.19,871,356,356,sell,59.84
357,Scarlett,Brockest,sbrockest9w@ask.com,Polygender,130.163.94.74,357,GOOGL,6/21/2020,2,86.66,222,357,357,sell,8.35
358,Iolande,Slateford,islateford9x@scribd.com,Female,250.228.12.50,358,MSFT,2/17/2021,16,75.57,222,358,358,buy,34.86
359,Miles,Francioli,mfrancioli9y@constantcontact.com,Male,131.167.155.154,359,FB,5/18/2020,3,187.9,265,359,359,sell,99.87
360,Paulie,Batcheldor,pbatcheldor9z@a8.net,Female,66.161.55.136,360,GOOGL,4/13/2021,4,491.78,780,360,360,buy,41.46
361,Shurwood,Brandenburg,sbrandenburga0@psu.edu,Male,208.243.74.93,361,AMZN,10/4/2020,23,361.11,826,361,361,buy,3.86
362,Byrle,Shafto,bshaftoa1@newyorker.com,Male,43.94.40.123,362,AAPL,10/24/2020,12,880.38,130,362,362,sell,14.32
363,Jules,Penwright,jpenwrighta2@ucla.edu,Male,29.105.119.138,363,AAPL,10/9/2021,14,156.63,596,363,363,buy,41.22
364,Durward,Pacheco,dpachecoa3@g.co,Male,220.153.105.7,364,MSFT,1/9/2020,8,41.2,349,364,364,buy,38.42
365,Traver,Rickarsey,trickarseya4@mayoclinic.com,Male,92.194.103.230,365,AMZN,4/18/2021,19,596.22,716,365,365,sell,94.37
366,Kai,Bamling,kbamlinga5@devhub.com,Female,109.44.110.0,366,AAPL,10/21/2021,9,422.45,910,366,366,buy,40.2
367,Jenda,Mcimmie,jmcimmiea6@jugem.jp,Female,228.158.29.90,367,MSFT,8/24/2020,1,704.7,646,367,367,buy,94.53
368,Conney,Preddy,cpreddya7@wisc.edu,Male,155.188.46.91,368,GOOGL,10/12/2021,11,128.91,146,368,368,buy,27.2
369,Juieta,Cottell,jcottella8@gnu.org,Female,68.220.229.179,369,AMZN,5/23/2020,18,610.72,523,369,369,sell,92.24
370,Keely,Summers,ksummersa9@google.pl,Female,207.95.115.53,370,AMZN,9/29/2020,5,838.88,670,370,370,buy,47.23
371,Jackelyn,Marfe,jmarfeaa@amazonaws.com,Female,90.148.121.167,371,AMZN,3/5/2021,17,490.65,430,371,371,sell,2.06
372,Etti,Jeanesson,ejeanessonab@dyndns.org,Female,100.221.25.71,372,MSFT,12/30/2020,17,15.22,833,372,372,buy,10.31
373,Terrell,Choat,tchoatac@google.com,Male,162.143.122.102,373,AMZN,6/30/2021,20,612.67,13,373,373,buy,74.27
374,Tracy,Sheppard,tsheppardad@list-manage.com,Male,124.238.21.17,374,MSFT,4/17/2020,6,275.7,720,374,374,buy,23.16
375,Maegan,Pollington,mpollingtonae@columbia.edu,Female,224.147.236.248,375,GOOGL,2/24/2020,12,789.25,417,375,375,buy,14.77
376,Worth,McKane,wmckaneaf@a8.net,Male,140.137.146.23,376,FB,1/29/2020,11,161.51,516,376,376,sell,38.85
377,Meryl,Morch,mmorchag@seesaa.net,Female,187.56.216.147,377,GOOGL,2/6/2021,23,193.64,741,377,377,sell,37.92
378,Kliment,Roz,krozah@wiley.com,Male,60.79.213.79,378,AAPL,12/27/2020,7,529.98,771,378,378,sell,19.18
379,Harri,Hinzer,hhinzerai@nbcnews.com,Bigender,118.27.54.6,379,MSFT,4/20/2021,19,94.08,184,379,379,buy,56.96
380,Johnathan,Hynde,jhyndeaj@t.co,Male,5.233.208.62,380,AAPL,12/8/2020,2,984.49,611,380,380,sell,53.4
381,Mike,Sipson,msipsonak@blog.com,Male,199.231.136.16,381,AAPL,6/30/2020,21,227.89,553,381,381,sell,81.26
382,Dieter,Dewing,ddewingal@seesaa.net,Male,56.25.190.116,382,GOOGL,2/25/2020,19,633.62,814,382,382,buy,24.69
383,Joya,Plesing,jplesingam@sakura.ne.jp,Female,113.52.114.27,383,FB,6/13/2020,4,736.4,183,383,383,buy,90.81
384,Sada,Rosen,srosenan@europa.eu,Female,172.68.29.70,384,FB,6/8/2021,3,383.16,457,384,384,buy,66.83
385,Vivyan,Seatter,vseatterao@hao123.com,Genderfluid,246.209.2.209,385,FB,10/12/2020,15,221.54,391,385,385,buy,86.77
386,Kerry,Conman,kconmanap@google.cn,Female,96.215.6.224,386,GOOGL,6/5/2021,17,277.09,291,386,386,buy,51.99
387,Read,Eagland,reaglandaq@etsy.com,Male,100.156.25.133,387,MSFT,7/18/2021,19,304.55,163,387,387,sell,25.03
388,Maryann,Bucktharp,mbucktharpar@miitbeian.gov.cn,Female,148.22.67.19,388,AMZN,6/1/2020,20,372.06,296,388,388,buy,29.95
389,Mattias,Gregs,mgregsas@ox.ac.uk,Male,83.77.179.98,389,AAPL,8/19/2021,2,98.41,609,389,389,sell,67.52
390,Winston,Warrior,wwarriorat@statcounter.com,Bigender,182.91.129.128,390,AAPL,2/10/2021,18,341.88,369,390,390,buy,77.1
391,Alia,Kettley,akettleyau@addtoany.com,Female,129.149.88.150,391,AAPL,3/30/2020,1,199.96,947,391,391,buy,16.48
392,Charlean,Caulier,ccaulierav@ftc.gov,Female,164.42.150.254,392,MSFT,11/8/2020,5,444.07,479,392,392,sell,13.84
393,Leland,Pauleit,lpauleitaw@technorati.com,Male,162.234.70.150,393,MSFT,7/13/2021,20,112.55,749,393,393,sell,48.93
394,Laney,Beminster,lbeminsterax@shinystat.com,Agender,139.219.183.214,394,AMZN,7/18/2021,7,801.22,8,394,394,buy,60.19
